generation_id,user_id,session_id,created_at,mood,topic,tone,faith_state,prompt_count,was_regenerated,regeneration_number,latency_ms,generation_success
g_0000051,u_00010,s_u_00010_24,2025-07-29 21:25:00,good,purpose,universal,at_peace,5,False,0,2127,True
g_0000052,u_00010,s_u_00010_25,2025-07-30 16:07:00,good,work,universal,distant,5,False,0,1713,True
g_0000053,u_00011,s_u_00011_1,2025-08-17 20:16:00,neutral,faith,light_islamic,,5,False,0,1255,True
g_0000054,u_00011,s_u_00011_8,2025-08-24 21:24:00,very_low,work,light_islamic,questioning,5,False,0,1285,True
g_0000055,u_00011,s_u_00011_17,2025-09-02 09:53:00,low,self,deeper_faith,hurting,5,False,0,1295,True
g_0000056,u_00011,s_u_00011_23,2025-09-08 11:22:00,neutral,faith,universal,distant,5,False,0,3326,True
g_0000057,u_00011,s_u_00011_26,2025-09-11 11:40:00,good,faith,light_islamic,questioning,5,False,0,2526,True
g_0000058,u_00016,s_u_00016_1,2025-02-25 20:23:00,neutral,work,light_islamic,,5,True,1,910,True
g_0000059,u_00016,s_u_00016_2,2025-02-26 09:44:00,neutral,gratitude,light_islamic,,5,False,0,1973,True
g_0000060,u_00016,s_u_00016_4,2025-02-28 10:44:00,neutral,purpose,light_islamic,,5,False,0,1117,True
g_0000061,u_00016,s_u_00016_5,2025-03-01 21:02:00,very_low,self,deeper_faith,questioning,5,False,0,936,True
g_0000062,u_00016,s_u_00016_6,2025-03-02 11:32:00,good,work,light_islamic,at_peace,5,False,0,1504,True
g_0000063,u_00016,s_u_00016_7,2025-03-03 11:20:00,low,faith,light_islamic,distant,5,False,0,1542,True
g_0000064,u_00016,s_u_00016_17,2025-03-13 14:02:00,neutral,anxiety,light_islamic,at_peace,5,False,0,1421,True
g_0000065,u_00018,s_u_00018_1,2025-01-25 19:31:00,good,burnout,universal,,5,True,1,1103,True
g_0000066,u_00018,s_u_00018_7,2025-01-31 18:12:00,very_low,purpose,light_islamic,at_peace,5,False,0,2271,True
g_0000067,u_00018,s_u_00018_9,2025-02-02 10:56:00,neutral,confidence,deeper_faith,questioning,5,False,0,1169,True
g_0000068,u_00018,s_u_00018_12,2025-02-05 08:48:00,low,work,deeper_faith,hurting,5,False,0,833,True
g_0000069,u_00018,s_u_00018_13,2025-02-06 08:13:00,good,confidence,universal,questioning,5,False,0,910,True
g_0000070,u_00019,s_u_00019_1,2025-05-05 10:00:00,good,anxiety,light_islamic,,5,False,0,1112,True
g_0000071,u_00019,s_u_00019_3,2025-05-07 17:19:00,good,gratitude,light_islamic,,5,True,1,1513,True
g_0000072,u_00019,s_u_00019_4,2025-05-08 07:17:00,good,anxiety,universal,,5,False,0,1199,True
g_0000073,u_00019,s_u_00019_6,2025-05-10 07:15:00,neutral,anxiety,light_islamic,hurting,5,False,0,1149,True
g_0000074,u_00019,s_u_00019_14,2025-05-18 17:39:00,neutral,anxiety,deeper_faith,at_peace,5,False,0,3117,True
g_0000075,u_00020,s_u_00020_1,2025-02-13 17:42:00,neutral,confidence,deeper_faith,,5,True,1,933,True
g_0000076,u_00020,s_u_00020_5,2025-02-17 19:39:00,good,relationships,light_islamic,distant,5,False,0,1520,True
g_0000077,u_00020,s_u_00020_7,2025-02-19 15:12:00,very_low,faith,light_islamic,questioning,5,True,1,1572,True
g_0000078,u_00020,s_u_00020_13,2025-02-25 16:14:00,neutral,relationships,universal,questioning,5,True,1,1163,True
g_0000079,u_00020,s_u_00020_17,2025-03-01 22:00:00,low,confidence,light_islamic,questioning,5,False,0,1625,True
g_0000080,u_00020,s_u_00020_18,2025-03-02 08:14:00,good,burnout,universal,at_peace,5,True,1,1265,True
g_0000081,u_00022,s_u_00022_1,2025-11-02 09:01:00,good,relationships,light_islamic,,5,False,0,1053,True
g_0000082,u_00022,s_u_00022_2,2025-11-03 10:00:00,grateful,relationships,universal,,5,False,0,1811,True
g_0000083,u_00022,s_u_00022_3,2025-11-04 18:31:00,good,anxiety,universal,,5,False,0,994,True
g_0000084,u_00022,s_u_00022_7,2025-11-08 09:53:00,low,anxiety,light_islamic,at_peace,5,False,0,1020,True
g_0000085,u_00022,s_u_00022_10,2025-11-11 20:47:00,low,relationships,universal,distant,5,False,0,1206,True
g_0000086,u_00022,s_u_00022_13,2025-11-14 08:46:00,good,anxiety,deeper_faith,at_peace,5,False,0,809,True
g_0000087,u_00022,s_u_00022_19,2025-11-20 10:17:00,neutral,purpose,universal,at_peace,5,False,0,1690,True
g_0000088,u_00022,s_u_00022_22,2025-11-23 07:52:00,good,burnout,light_islamic,questioning,5,False,0,1147,True
g_0000089,u_00022,s_u_00022_30,2025-12-01 13:15:00,low,purpose,universal,questioning,5,False,0,1356,True
g_0000090,u_00031,s_u_00031_1,2025-01-24 14:14:00,grateful,confidence,light_islamic,,5,False,0,1271,True
g_0000091,u_00031,s_u_00031_2,2025-01-25 14:03:00,neutral,habits,light_islamic,,5,False,0,1144,True
g_0000092,u_00031,s_u_00031_5,2025-01-28 14:22:00,good,purpose,light_islamic,questioning,0,False,0,1423,False
g_0000093,u_00031,s_u_00031_10,2025-02-02 15:11:00,good,anxiety,deeper_faith,questioning,5,False,0,1007,True
g_0000094,u_00031,s_u_00031_14,2025-02-06 20:25:00,low,gratitude,light_islamic,at_peace,5,False,0,1256,True
g_0000095,u_00031,s_u_00031_17,2025-02-09 08:00:00,good,habits,universal,at_peace,5,True,1,1082,True
g_0000096,u_00031,s_u_00031_27,2025-02-19 09:57:00,low,anxiety,universal,at_peace,5,True,1,1019,True
g_0000097,u_00033,s_u_00033_1,2025-07-24 17:02:00,low,relationships,deeper_faith,,5,False,0,800,True
g_0000098,u_00033,s_u_00033_4,2025-07-27 09:39:00,low,gratitude,deeper_faith,,5,False,0,928,True
g_0000099,u_00033,s_u_00033_5,2025-07-28 21:39:00,very_low,relationships,light_islamic,hurting,5,False,0,1644,True
g_0000100,u_00033,s_u_00033_7,2025-07-30 11:09:00,neutral,purpose,universal,at_peace,5,False,0,1353,True
g_0000101,u_00033,s_u_00033_8,2025-07-31 12:11:00,good,work,universal,hurting,5,False,0,1487,True
g_0000102,u_00033,s_u_00033_11,2025-08-03 07:23:00,good,work,deeper_faith,at_peace,5,False,0,1339,True
g_0000103,u_00033,s_u_00033_12,2025-08-04 15:06:00,low,anxiety,deeper_faith,at_peace,5,False,0,1337,True
g_0000104,u_00033,s_u_00033_14,2025-08-06 19:29:00,good,anxiety,universal,at_peace,5,False,0,1829,True
g_0000105,u_00033,s_u_00033_15,2025-08-07 12:21:00,good,self,universal,at_peace,5,False,0,1505,True
g_0000106,u_00033,s_u_00033_18,2025-08-10 14:48:00,good,anxiety,universal,at_peace,5,False,0,800,True
g_0000107,u_00033,s_u_00033_26,2025-08-18 15:20:00,neutral,purpose,universal,questioning,5,False,0,1577,True
g_0000108,u_00034,s_u_00034_1,2025-03-14 16:36:00,low,habits,universal,,5,False,0,2669,True
g_0000109,u_00034,s_u_00034_3,2025-03-16 15:46:00,neutral,work,deeper_faith,,5,False,0,1864,True
g_0000110,u_00034,s_u_00034_4,2025-03-17 19:12:00,good,burnout,universal,,5,False,0,2204,True
g_0000111,u_00034,s_u_00034_5,2025-03-18 13:49:00,good,habits,light_islamic,questioning,5,False,0,2466,True
g_0000112,u_00034,s_u_00034_12,2025-03-25 16:38:00,neutral,work,light_islamic,distant,5,False,0,1738,True
g_0000113,u_00034,s_u_00034_26,2025-04-08 16:21:00,very_low,purpose,light_islamic,at_peace,5,False,0,1142,True
g_0000114,u_00040,s_u_00040_1,2025-05-30 20:21:00,grateful,self,universal,,5,False,0,1126,True
g_0000115,u_00040,s_u_00040_2,2025-05-31 11:35:00,good,habits,deeper_faith,,5,False,0,870,True
g_0000116,u_00040,s_u_00040_4,2025-06-02 10:35:00,grateful,self,light_islamic,,5,False,0,1608,True
g_0000117,u_00040,s_u_00040_5,2025-06-03 16:52:00,good,burnout,universal,questioning,5,False,0,800,True
g_0000118,u_00040,s_u_00040_12,2025-06-10 20:37:00,grateful,confidence,universal,distant,5,True,1,1379,True
g_0000119,u_00040,s_u_00040_13,2025-06-11 11:31:00,neutral,anxiety,universal,at_peace,5,False,0,1162,True
g_0000120,u_00040,s_u_00040_14,2025-06-12 11:07:00,good,habits,light_islamic,at_peace,5,False,0,1318,True
g_0000121,u_00040,s_u_00040_16,2025-06-14 07:34:00,neutral,anxiety,light_islamic,questioning,5,False,0,987,True
g_0000122,u_00040,s_u_00040_23,2025-06-21 16:24:00,good,burnout,universal,at_peace,5,False,0,1282,True
g_0000123,u_00042,s_u_00042_1,2025-09-01 09:45:00,grateful,work,light_islamic,,5,False,0,1677,True
g_0000124,u_00042,s_u_00042_3,2025-09-03 09:14:00,good,gratitude,light_islamic,,5,True,1,1731,True
g_0000125,u_00042,s_u_00042_4,2025-09-04 15:08:00,neutral,anxiety,deeper_faith,,5,False,0,1906,True
g_0000126,u_00042,s_u_00042_6,2025-09-06 19:29:00,neutral,burnout,universal,questioning,5,True,1,1223,True
g_0000127,u_00042,s_u_00042_10,2025-09-10 07:42:00,neutral,relationships,universal,at_peace,5,False,0,800,True
g_0000128,u_00042,s_u_00042_12,2025-09-12 07:51:00,neutral,burnout,universal,distant,5,True,1,1564,True
g_0000129,u_00042,s_u_00042_18,2025-09-18 21:19:00,grateful,work,universal,at_peace,5,False,0,1524,True
g_0000130,u_00046,s_u_00046_1,2025-09-03 21:31:00,good,gratitude,deeper_faith,,5,False,0,2604,True
g_0000131,u_00046,s_u_00046_2,2025-09-04 17:38:00,low,purpose,universal,,5,False,0,1557,True
g_0000132,u_00046,s_u_00046_5,2025-09-07 09:33:00,neutral,purpose,universal,distant,5,False,0,1004,True
g_0000133,u_00046,s_u_00046_6,2025-09-08 15:59:00,neutral,faith,light_islamic,distant,5,False,0,800,True
g_0000134,u_00046,s_u_00046_8,2025-09-10 21:22:00,good,faith,deeper_faith,at_peace,5,False,0,1626,True
g_0000135,u_00046,s_u_00046_9,2025-09-11 13:55:00,good,burnout,light_islamic,at_peace,5,False,0,800,True
g_0000136,u_00046,s_u_00046_11,2025-09-13 16:47:00,good,habits,universal,questioning,0,False,0,1659,False
g_0000137,u_00046,s_u_00046_13,2025-09-15 13:15:00,neutral,relationships,universal,questioning,5,False,0,1114,True
g_0000138,u_00046,s_u_00046_14,2025-09-16 14:28:00,low,gratitude,light_islamic,distant,5,False,0,1062,True
g_0000139,u_00046,s_u_00046_15,2025-09-17 07:13:00,neutral,relationships,light_islamic,distant,5,True,1,1108,True
g_0000140,u_00046,s_u_00046_27,2025-09-29 11:55:00,neutral,work,light_islamic,at_peace,5,False,0,1605,True
g_0000141,u_00047,s_u_00047_1,2025-03-11 13:26:00,good,anxiety,universal,,5,False,0,1738,True
g_0000142,u_00047,s_u_00047_2,2025-03-12 09:24:00,neutral,confidence,light_islamic,,5,False,0,1059,True
g_0000143,u_00047,s_u_00047_6,2025-03-16 14:13:00,good,purpose,light_islamic,at_peace,5,True,1,1882,True
g_0000144,u_00047,s_u_00047_14,2025-03-24 16:31:00,low,anxiety,universal,at_peace,5,False,0,1178,True
g_0000145,u_00047,s_u_00047_19,2025-03-29 08:22:00,good,purpose,deeper_faith,at_peace,5,False,0,1180,True
g_0000146,u_00047,s_u_00047_21,2025-03-31 08:43:00,grateful,self,universal,questioning,5,False,0,1024,True
g_0000147,u_00051,s_u_00051_1,2025-11-06 13:17:00,good,work,light_islamic,,5,False,0,876,True
g_0000148,u_00051,s_u_00051_2,2025-11-07 21:47:00,neutral,faith,deeper_faith,,5,False,0,1340,True
g_0000149,u_00051,s_u_00051_5,2025-11-10 18:54:00,neutral,confidence,light_islamic,at_peace,5,False,0,2853,True
g_0000150,u_00051,s_u_00051_6,2025-11-11 15:34:00,neutral,confidence,universal,at_peace,5,False,0,1932,True
g_0000151,u_00051,s_u_00051_8,2025-11-13 20:01:00,neutral,faith,universal,questioning,5,False,0,1050,True
g_0000152,u_00051,s_u_00051_10,2025-11-15 18:37:00,good,confidence,universal,at_peace,5,False,0,1587,True
g_0000153,u_00051,s_u_00051_13,2025-11-18 13:06:00,good,work,light_islamic,at_peace,5,False,0,930,True
g_0000154,u_00051,s_u_00051_17,2025-11-22 10:48:00,good,gratitude,universal,at_peace,5,False,0,913,True
g_0000155,u_00051,s_u_00051_30,2025-12-05 17:44:00,neutral,burnout,universal,distant,5,False,0,1337,True
g_0000156,u_00052,s_u_00052_1,2025-03-03 08:10:00,neutral,work,universal,,5,False,0,1584,True
g_0000157,u_00052,s_u_00052_3,2025-03-05 14:59:00,good,purpose,light_islamic,,5,False,0,1843,True
g_0000158,u_00052,s_u_00052_5,2025-03-07 20:43:00,very_low,relationships,deeper_faith,at_peace,5,True,1,1896,True
g_0000159,u_00052,s_u_00052_7,2025-03-09 21:07:00,good,relationships,universal,at_peace,5,True,1,2852,True
g_0000160,u_00052,s_u_00052_8,2025-03-10 21:22:00,good,faith,universal,at_peace,5,False,0,1182,True
g_0000161,u_00052,s_u_00052_20,2025-03-22 18:27:00,grateful,anxiety,universal,at_peace,5,False,0,1238,True
g_0000162,u_00052,s_u_00052_29,2025-03-31 21:01:00,grateful,gratitude,deeper_faith,hurting,5,True,1,1856,True
g_0000163,u_00054,s_u_00054_1,2025-04-15 13:57:00,good,relationships,universal,,5,True,1,920,True
g_0000164,u_00054,s_u_00054_2,2025-04-16 18:49:00,good,gratitude,universal,,5,False,0,1067,True
g_0000165,u_00054,s_u_00054_3,2025-04-17 12:14:00,neutral,confidence,light_islamic,,5,False,0,1687,True
g_0000166,u_00054,s_u_00054_6,2025-04-20 13:29:00,very_low,relationships,light_islamic,at_peace,5,True,1,1084,True
g_0000167,u_00054,s_u_00054_8,2025-04-22 09:14:00,neutral,faith,deeper_faith,distant,5,False,0,1406,True
g_0000168,u_00054,s_u_00054_11,2025-04-25 12:46:00,low,purpose,light_islamic,at_peace,5,False,0,800,True
g_0000169,u_00054,s_u_00054_26,2025-05-10 09:35:00,very_low,anxiety,universal,at_peace,5,False,0,1157,True
g_0000170,u_00055,s_u_00055_1,2025-01-07 13:43:00,very_low,self,deeper_faith,,5,False,0,1550,True
g_0000171,u_00055,s_u_00055_2,2025-01-08 11:46:00,good,self,light_islamic,,5,False,0,1571,True
g_0000172,u_00055,s_u_00055_3,2025-01-09 21:47:00,grateful,confidence,deeper_faith,,5,True,1,1243,True
g_0000173,u_00055,s_u_00055_5,2025-01-11 11:31:00,neutral,faith,universal,questioning,5,False,0,849,True
g_0000174,u_00055,s_u_00055_12,2025-01-18 10:31:00,good,work,universal,distant,5,False,0,1959,True
g_0000175,u_00055,s_u_00055_26,2025-02-01 07:19:00,neutral,anxiety,light_islamic,at_peace,5,False,0,1023,True
g_0000176,u_00056,s_u_00056_1,2025-06-17 14:22:00,good,work,light_islamic,,5,True,1,1482,True
g_0000177,u_00056,s_u_00056_5,2025-06-21 17:49:00,grateful,self,deeper_faith,hurting,5,False,0,1076,True
g_0000178,u_00056,s_u_00056_8,2025-06-24 13:41:00,good,habits,universal,distant,0,False,0,895,False
g_0000179,u_00056,s_u_00056_10,2025-06-26 19:49:00,neutral,work,universal,at_peace,5,False,0,2182,True
g_0000180,u_00056,s_u_00056_13,2025-06-29 12:11:00,very_low,work,universal,at_peace,5,False,0,1502,True
g_0000181,u_00056,s_u_00056_19,2025-07-05 07:49:00,low,anxiety,universal,distant,0,False,0,1296,False
g_0000182,u_00056,s_u_00056_29,2025-07-15 17:10:00,neutral,self,universal,questioning,5,False,0,1323,True
g_0000183,u_00056,s_u_00056_30,2025-07-16 21:53:00,neutral,faith,universal,distant,5,False,0,800,True
g_0000184,u_00059,s_u_00059_1,2025-11-01 14:24:00,good,gratitude,universal,,5,False,0,1528,True
g_0000185,u_00059,s_u_00059_4,2025-11-04 12:30:00,good,confidence,light_islamic,,5,False,0,800,True
g_0000186,u_00059,s_u_00059_18,2025-11-18 21:00:00,neutral,confidence,deeper_faith,at_peace,5,False,0,1208,True
g_0000187,u_00059,s_u_00059_26,2025-11-26 08:20:00,grateful,purpose,deeper_faith,questioning,5,True,1,1771,True
g_0000188,u_00059,s_u_00059_27,2025-11-27 19:20:00,neutral,burnout,universal,questioning,5,False,0,1031,True
g_0000189,u_00059,s_u_00059_28,2025-11-28 18:55:00,good,anxiety,universal,at_peace,5,True,1,1442,True
g_0000190,u_00060,s_u_00060_1,2025-06-09 21:49:00,good,relationships,universal,,5,False,0,2094,True
g_0000191,u_00060,s_u_00060_2,2025-06-10 08:43:00,good,habits,light_islamic,,5,False,0,1249,True
g_0000192,u_00060,s_u_00060_6,2025-06-14 07:47:00,good,burnout,light_islamic,hurting,5,False,0,881,True
g_0000193,u_00060,s_u_00060_10,2025-06-18 16:03:00,low,burnout,universal,distant,5,True,1,908,True
g_0000194,u_00060,s_u_00060_11,2025-06-19 07:10:00,good,faith,light_islamic,at_peace,5,False,0,1978,True
g_0000195,u_00060,s_u_00060_15,2025-06-23 21:52:00,very_low,work,universal,at_peace,5,False,0,800,True
g_0000196,u_00060,s_u_00060_24,2025-07-02 10:29:00,very_low,purpose,light_islamic,at_peace,5,False,0,1814,True
g_0000197,u_00060,s_u_00060_26,2025-07-04 09:51:00,good,anxiety,universal,distant,5,False,0,1162,True
g_0000198,u_00060,s_u_00060_27,2025-07-05 21:54:00,low,anxiety,light_islamic,at_peace,5,False,0,1868,True
g_0000199,u_00061,s_u_00061_1,2025-01-19 16:26:00,neutral,habits,light_islamic,,5,False,0,1186,True
g_0000200,u_00061,s_u_00061_4,2025-01-22 20:57:00,neutral,self,deeper_faith,,5,False,0,1582,True
g_0000201,u_00061,s_u_00061_5,2025-01-23 21:41:00,neutral,self,light_islamic,distant,5,True,1,1242,True
g_0000202,u_00061,s_u_00061_6,2025-01-24 12:47:00,very_low,self,universal,at_peace,5,False,0,1693,True
g_0000203,u_00062,s_u_00062_1,2025-01-30 12:36:00,grateful,self,light_islamic,,5,False,0,981,True
g_0000204,u_00062,s_u_00062_10,2025-02-08 19:06:00,neutral,purpose,light_islamic,questioning,5,True,1,886,True
g_0000205,u_00062,s_u_00062_13,2025-02-11 10:00:00,good,habits,deeper_faith,at_peace,5,True,1,2202,True
g_0000206,u_00062,s_u_00062_16,2025-02-14 16:25:00,good,relationships,universal,hurting,5,False,0,1391,True
g_0000207,u_00062,s_u_00062_18,2025-02-16 15:51:00,good,faith,light_islamic,questioning,5,False,0,1415,True
g_0000208,u_00062,s_u_00062_22,2025-02-20 20:18:00,low,confidence,universal,at_peace,5,False,0,956,True
g_0000209,u_00062,s_u_00062_27,2025-02-25 12:27:00,good,habits,universal,distant,5,False,0,1271,True
g_0000210,u_00062,s_u_00062_28,2025-02-26 19:09:00,neutral,self,light_islamic,at_peace,5,False,0,2077,True
g_0000211,u_00063,s_u_00063_1,2025-05-05 07:23:00,neutral,faith,deeper_faith,,5,False,0,1142,True
g_0000212,u_00063,s_u_00063_4,2025-05-08 13:21:00,low,confidence,universal,,5,True,1,2458,True
g_0000213,u_00063,s_u_00063_9,2025-05-13 20:49:00,good,self,universal,at_peace,5,False,0,1556,True
g_0000214,u_00063,s_u_00063_12,2025-05-16 14:09:00,good,gratitude,deeper_faith,questioning,5,False,0,817,True
g_0000215,u_00063,s_u_00063_31,2025-06-04 08:47:00,neutral,work,universal,hurting,5,False,0,1819,True
g_0000216,u_00064,s_u_00064_1,2025-08-08 21:32:00,good,gratitude,light_islamic,,5,False,0,1430,True
g_0000217,u_00064,s_u_00064_2,2025-08-09 14:17:00,good,faith,deeper_faith,,5,True,1,1963,True
g_0000218,u_00064,s_u_00064_6,2025-08-13 15:51:00,good,gratitude,universal,at_peace,5,False,0,1051,True
g_0000219,u_00064,s_u_00064_7,2025-08-14 08:17:00,neutral,work,universal,distant,5,False,0,1761,True
g_0000220,u_00064,s_u_00064_8,2025-08-15 08:20:00,low,work,light_islamic,at_peace,5,False,0,2233,True
g_0000221,u_00064,s_u_00064_10,2025-08-17 09:28:00,low,self,light_islamic,questioning,5,False,0,1859,True
g_0000222,u_00064,s_u_00064_20,2025-08-27 11:34:00,very_low,purpose,deeper_faith,at_peace,5,False,0,2155,True
g_0000223,u_00066,s_u_00066_1,2025-08-28 07:57:00,low,habits,deeper_faith,,5,False,0,1121,True
g_0000224,u_00066,s_u_00066_2,2025-08-29 13:01:00,neutral,gratitude,deeper_faith,,5,True,1,1880,True
g_0000225,u_00066,s_u_00066_3,2025-08-30 16:41:00,neutral,confidence,light_islamic,,5,True,1,1079,True
g_0000226,u_00066,s_u_00066_6,2025-09-02 15:18:00,neutral,work,deeper_faith,at_peace,5,False,0,1186,True
g_0000227,u_00066,s_u_00066_8,2025-09-04 18:47:00,neutral,anxiety,light_islamic,questioning,5,False,0,1298,True
g_0000228,u_00066,s_u_00066_9,2025-09-05 08:53:00,neutral,faith,universal,at_peace,5,False,0,1699,True
g_0000229,u_00066,s_u_00066_10,2025-09-06 20:14:00,grateful,burnout,light_islamic,questioning,5,False,0,2065,True
g_0000230,u_00066,s_u_00066_12,2025-09-08 09:44:00,good,burnout,deeper_faith,questioning,5,False,0,841,True
g_0000231,u_00066,s_u_00066_13,2025-09-09 18:13:00,grateful,work,light_islamic,at_peace,5,False,0,800,True
g_0000232,u_00066,s_u_00066_16,2025-09-12 08:27:00,good,burnout,universal,at_peace,5,True,1,1354,True
g_0000233,u_00066,s_u_00066_21,2025-09-17 20:11:00,grateful,confidence,universal,at_peace,5,False,0,1533,True
g_0000234,u_00066,s_u_00066_23,2025-09-19 07:52:00,neutral,gratitude,universal,at_peace,5,True,1,800,True
g_0000235,u_00066,s_u_00066_25,2025-09-21 17:24:00,low,burnout,light_islamic,distant,0,False,0,921,False
g_0000236,u_00066,s_u_00066_28,2025-09-24 12:29:00,low,anxiety,universal,at_peace,5,False,0,1220,True
